date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:42:49	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
16:42:49	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
16:42:49	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
16:42:50	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
16:42:50	990/990	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
16:42:51	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/DELL/Desktop/classcentral/p4/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
16:42:53	600920/600920	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2016:42:51%20GMT	https://www.classcentral.com/rankings	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
16:42:54	593656/593656	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2016:42:52%20GMT	https://www.classcentral.com/collections	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
16:42:55	576188/576188	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2016:42:54%20GMT	https://www.classcentral.com/subjects	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
16:42:56	899302/899302	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2016:42:55%20GMT	https://www.classcentral.com/subject/cs	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
16:42:56	7670/7670	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2002%20Mar%202023%2016:42:56%20GMT	https://www.classcentral.com/subject/maths	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
16:42:57	7897/7897	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2002%20Mar%202023%2016:42:57%20GMT	https://www.classcentral.com/subject/business	C:/Users/DELL/Desktop/classcentral/p4/www.classcentral.com/subject/business.2a.delayed	(from https://www.classcentral.com/)
